time,open,high,low,close
1571425200,1.11545,1.11596,1.11462,1.11582
1571428800,1.11582,1.11630,1.11562,1.11587
1571432400,1.11586,1.11619,1.11563,1.11612
1571436000,1.11612,1.11660,1.11596,1.11616
1571439600,1.11616,1.11702,1.11612,1.11689
1571616000,1.11558,1.11787,1.11383,1.11565
1571619600,1.11562,1.11587,1.11502,1.11573
1571623200,1.11572,1.11595,1.11512,1.11558
1571626800,1.11558,1.11632,1.11552,1.11620
1571630400,1.11620,1.11622,1.11542,1.11575
1571634000,1.11575,1.11595,1.11546,1.11565
1571637600,1.11565,1.11600,1.11560,1.11598
1571641200,1.11598,1.11608,1.11574,1.11574
1571644800,1.11574,1.11609,1.11527,1.11528
1571648400,1.11528,1.11609,1.11523,1.11573
1571652000,1.11573,1.11669,1.11496,1.11642
1571655600,1.11642,1.11793,1.11624,1.11664
1571659200,1.11668,1.11705,1.11646,1.11686
1571662800,1.11686,1.11687,1.11610,1.11625
1571666400,1.11625,1.11732,1.11608,1.11684
1571670000,1.11681,1.11737,1.11599,1.11608
1571673600,1.11608,1.11628,1.11514,1.11554
1571677200,1.11555,1.11609,1.11444,1.11457
1571680800,1.11457,1.11468,1.11387,1.11448
1571684400,1.11448,1.11566,1.11446,1.11514
1571688000,1.11514,1.11526,1.11477,1.11509
1571691600,1.11508,1.11535,1.11457,1.11461
1571695200,1.11461,1.11495,1.11448,1.11495
1571698800,1.11494,1.11503,1.11471,1.11487
1571702400,1.11490,1.11562,1.11171,1.11498
1571706000,1.11498,1.11526,1.11473,1.11494
1571709600,1.11494,1.11518,1.11480,1.11515
1571713200,1.11515,1.11542,1.11500,1.11540
1571716800,1.11540,1.11568,1.11511,1.11516
1571720400,1.11516,1.11538,1.11474,1.11517
1571724000,1.11517,1.11522,1.11490,1.11492
1571727600,1.11492,1.11532,1.11490,1.11527
1571731200,1.11527,1.11567,1.11518,1.11527
1571734800,1.11527,1.11567,1.11482,1.11484
1571738400,1.11484,1.11504,1.11423,1.11444
1571742000,1.11444,1.11469,1.11332,1.11409
1571745600,1.11409,1.11450,1.11374,1.11438
1571749200,1.11438,1.11480,1.11387,1.11422
1571752800,1.11422,1.11429,1.11335,1.11381
1571756400,1.11381,1.11391,1.11228,1.11267
1571760000,1.11267,1.11378,1.11258,1.11341
1571763600,1.11341,1.11377,1.11252,1.11314
1571767200,1.11314,1.11456,1.11299,1.11378
1571770800,1.11377,1.11429,1.11356,1.11404
1571774400,1.11403,1.11465,1.11388,1.11442
1571778000,1.11442,1.11539,1.11201,1.11236
1571781600,1.11234,1.11358,1.11176,1.11315
